Nom, Kingdom, Division
Carabidae, Animalia, Arthropoda
Megastigmus, Animalia, Arthropoda
Monoplex, Animalia, Mollusca
Pollia, Plantae, Angiosperms
Agraulis, Animalia, Arthropoda
Augacephalus, Animalia, Arthropoda
Neoceratias, Animalia, Chordata
Pericome, Plantae, Angiosperms
Metlapilcoatlus, Animalia, Chordata
Venturia, Fungi, Ascomycota
Bartlettina, Plantae, Angiosperms
Ochlodes, Animalia, Arthropoda
Spathaspora, Fungi, Ascomycota
Choromytilus, Animalia, Mollusca
Glebionis, Plantae, Angiosperms
Dicrocoelium, Animalia, Platyhelminthes
Todus, Animalia, Chordata
Amplexidiscus, Animalia, Chordata
Symsagittifera, Animalia, Platyhelminthes
Botryotinia, Fungi, Ascomycota
Angophora, Plantae, Angiosperms
Malacothrix, Plantae, Angiosperms
Bemisia, Animalia, Arthropoda
Echinopora, Animalia, Cnidaria
Allocyttus, Animalia, Chordata
Plakina, Animalia, Porifera
Brocchinia, Plantae, Angiosperms
Gomphiocephalus, Animalia, Chordata
Gyna, Animalia, Arthropoda
Enallagma, Animalia, Arthropoda
NyctOtherus, Protista, Alveolata
Macrochelys, Animalia, Chordata
Mandragora, Plantae, Angiosperms
Lepturichthys, Animalia, Chordata
Callosobruchus, Animalia, Arthropoda
Apatelodes, Animalia, Arthropoda
Pseudochauhanea, Animalia, Arthropoda
Pluvialis, Animalia, Chordata
Onychodactylus, Animalia, Chordata
Salaria, Animalia, Chordata
Boulengerula, Animalia, Chordata
Leiopus, Animalia, Arthropoda
Malvaviscus, Plantae, Angiosperms
Zea, Plantae, Angiosperms
Schistocephalus, Animalia, Platyhelminthes
Lychas, Animalia, Arthropoda
Chiropsoides, Animalia, Arthropoda
Lactarius, Fungi, Basidiomycota
Trachelium, Plantae, Angiosperms
Cryptobranchus, Animalia, Chordata
Acontia, Animalia, Arthropoda
Cottinella, Animalia, Chordata
Ergavia, Animalia, Arthropoda
Isyndus, Animalia, Arthropoda
Meesia, Plantae, Bryophyta
Ageratina, Plantae, Angiosperms
Paulownia, Plantae, Angiosperms
Bionia, Animalia, Chordata
Katablepharis, Animalia, Chordata
Dactylopsila, Animalia, Chordata
Erythropalum, Plantae, Angiosperms
Coronella, Animalia, Chordata
Ficedula, Animalia, Chordata
Hieracium, Plantae, Angiosperms
Freesia, Plantae, Angiosperms
Taeniopygia, Animalia, Chordata
Eremothamnus, Plantae, Angiosperms
Chlamydera, Animalia, Chordata
Exapion, Animalia, Arthropoda
Agaraea, Animalia, Chordata
Penelopides, Animalia, Chordata
Spiculopteragia, Animalia, Platyhelminthes
Pyronia, Animalia, Arthropoda
Thermoascus, Fungi, Ascomycota
Callitriche, Plantae, Angiosperms
Sinocyclocheilus, Animalia, Chordata
Amoeba, Protista, Amoebozoa
Geothlypis, Animalia, Chordata
Lagostrophus, Animalia, Chordata
Neocallimastix, Fungi, Neocallimastigomycota
Achelia, Animalia, Arthropoda
Paramysis, Animalia, Arthropoda
Aimophila, Animalia, Chordata
Isidoides, Animalia, Chordata
Litsea, Plantae, Angiosperms
Albidella, Animalia, Chordata
Alliaria, Plantae, Angiosperms
Eutoxeres, Animalia, Chordata
Eligmodontia, Animalia, Chordata
Blepharocarya, Plantae, Angiosperms
Chrysomela, Animalia, Arthropoda
Princisia, Animalia, Arthropoda
Acanthamoeba, Protista, Amoebozoa
Rhyparobia, Animalia, Arthropoda
Pseudodiphasium, Plantae, Angiosperms
Paesia, Animalia, Arthropoda
Lycodryas, Animalia, Chordata
Alticola, Animalia, Chordata
Lasiurus, Animalia, Chordata
Vauquelinia, Plantae, Angiosperms
Ictiobus, Animalia, Chordata
Leptailurus, Animalia, Chordata
Ptychochromis, Animalia, Chordata
ScelidOtherium, Animalia, Chordata
Tachyglossus, Animalia, Chordata
Fragaria, Plantae, Angiosperms
Pythonodipsas, Animalia, Chordata
Plutella, Animalia, Arthropoda
Austrolycopodium, Plantae, Lycopodiophyta
Dorcopsis, Animalia, Chordata
Manoao, Animalia, Chordata
Matteuccia, Plantae, Pteridophyta
Amazonetta, Animalia, Chordata
Limecola, Animalia, Mollusca
Parocnus, Animalia, Arthropoda
Chlorophyta, Plantae, Chlorophyta
Nesocodon, Plantae, Angiosperms
Bregmaceros, Animalia, Chordata
Diplodus, Animalia, Chordata
Garritornis, Animalia, Chordata
Phyllodictyon, Protista, Stramenopiles
Centrolobium, Plantae, Angiosperms
Cynanthus, Animalia, Chordata
Thinornis, Animalia, Chordata
Haliotis, Animalia, Mollusca
Capensibufo, Animalia, Chordata
Pucrasia, Animalia, Chordata
Dracula, Plantae, Angiosperms
Macropharyngodon, Animalia, Chordata
Paranthrene, Animalia, Arthropoda
Tesseropora, Animalia, Chordata
Pouteria, Plantae, Angiosperms
Cryptosporiopsis, Fungi, Ascomycota
Therea, Animalia, Arthropoda
Calathea, Plantae, Angiosperms
Periparus, Animalia, Chordata
Monolopia, Plantae, Angiosperms
Machimus, Animalia, Arthropoda
Pentanema, Plantae, Angiosperms
Thermophis, Animalia, Chordata
Aphanactis, Animalia, Chordata
Bathyraja, Animalia, Chordata
Bixa, Plantae, Angiosperms
Spilanthes, Plantae, Angiosperms
Undaria, Chromista, Ochrophyta
Crotaphytus, Animalia, Chordata
Cirrhitichthys, Animalia, Chordata
Lycengraulis, Animalia, Chordata
Sceptridium, Plantae, Pteridophyta
Coreobagrus, Animalia, Chordata
Adenium, Plantae, Angiosperms
Ardeola, Animalia, Chordata
Bothrometopus, Animalia, Arthropoda
Chrysophyllum, Plantae, Angiosperms
Lithognathus, Animalia, Chordata
Coptotermes, Animalia, Arthropoda
Viola, Plantae, Angiosperms
Coniosporium, Fungi, Ascomycota
Dolopus, Animalia, Chordata
Oneirodes, Animalia, Chordata
Xenobalistes, Animalia, Chordata
Carpiodes, Animalia, Chordata
Odonus, Animalia, Chordata
Arthrinium, Fungi, Ascomycota
Hordeum, Plantae, Angiosperms
Leucocryptos, Protista, Stramenopiles
Paris, Plantae, Angiosperms
Thelacantha, Animalia, Arthropoda
Tachyoryctes, Animalia, Chordata
Cephalanthus, Plantae, Angiosperms
Loxodonta, Animalia, Chordata
Austrocochlea, Animalia, Mollusca
Calystegia, Plantae, Angiosperms
Inula, Plantae, Angiosperms
Gonepteryx, Animalia, Chordata
Megalops, Animalia, Chordata
Treubaria, Plantae, Angiosperms
Euptilotis, Animalia, Chordata
Dipsastraea, Animalia, Cnidaria
Sisymbrium, Plantae, Angiosperms
Capparidastrum, Plantae, Angiosperms
Valantia, Animalia, Chordata
Ophiura, Animalia, Echinodermata
Anthracothorax, Animalia, Chordata
Eptesicus, Animalia, Chordata
Glechoma, Plantae, Angiosperms
Alopecurus, Plantae, Angiosperms
Ptyas, Animalia, Chordata
Trichopalpus, Animalia, Arthropoda
Sphaenorhynchus, Animalia, Chordata
Ipomoea, Plantae, Angiosperms
Eriocaulon, Plantae, Angiosperms
Bartonia, Plantae, Angiosperms
Gastrotheca, Animalia, Chordata
Ariomma, Animalia, Chordata
Bithynia, Animalia, Mollusca
Alcelaphus, Animalia, Chordata
Polytmus, Animalia, Chordata
Psenopsis, Animalia, Chordata
Pseudogaltonia, Plantae, Angiosperms
Lampronycteris, Animalia, Chordata
Fundulopanchax, Animalia, Chordata
Thraustochytrium, Chromista, Labyrinthulomycetes
Gonatodes, Animalia, Chordata
Phymanthus, Animalia, Cnidaria
Prays, Animalia, Arthropoda
Afropavo, Animalia, Chordata
Lirimiris, Animalia, Arthropoda
Scarabaeiformia, Animalia, Arthropoda
Pyrus, Plantae, Angiosperms
Trichostomum, Plantae, Bryophyta
Philypnodon, Animalia, Chordata
Episyrphus, Animalia, Arthropoda
Bactris, Plantae, Angiosperms
Chalinolobus, Animalia, Chordata
Monochoria, Plantae, Angiosperms
Natalus, Animalia, Chordata
Sophora, Plantae, Angiosperms
Oltmannsiellopsis, Protista, Heterokontophyta
Centropristis, Animalia, Chordata
Rhinesomus, Animalia, Chordata
Hypericum, Plantae, Angiosperms
Hymenopappus, Plantae, Angiosperms
Pyrocephalus, Animalia, Chordata
Sthenoteuthis, Animalia, Mollusca
Xylotrechus, Animalia, Arthropoda
Polygala, Plantae, Angiosperms
Eutheria, Animalia, Chordata
Telamonia, Animalia, Arthropoda
Macropis, Animalia, Arthropoda
Brotia, Animalia, Mollusca
Althaea, Plantae, Angiosperms
Chengiopanax, Plantae, Angiosperms
Enyalioides, Animalia, Chordata
Ichneumia, Animalia, Chordata
Podranea, Plantae, Angiosperms
Maniola, Animalia, Arthropoda
Dipelta, Plantae, Angiosperms
Sebastes, Animalia, Chordata
Vitreorana, Animalia, Chordata
Rhizanthella, Plantae, Angiosperms
Cirrhinus, Animalia, Chordata
Pitcairnia, Plantae, Angiosperms
Pseudotriacanthus, Animalia, Chordata
Broussonetia, Plantae, Angiosperms
Pelopidas, Animalia, Arthropoda
Trichostema, Plantae, Angiosperms
Diphylla, Animalia, Chordata
Elaeagnus, Plantae, Angiosperms
Mithraculus, Animalia, Arthropoda
Aphanius, Animalia, Chordata
Cratylia, Plantae, Angiosperms
Procarduelis, Animalia, Chordata
Diglyphus, Animalia, Arthropoda
Ptilosarcus, Animalia, Echinodermata
Carcinoscorpius, Animalia, Arthropoda
Coemansia, Fungi, Zygomycota
Pallavicinia, Plantae, Marchantiophyta
Agapornis, Animalia, Chordata
Sphagnum, Plantae, Bryophyta
Neomarica, Plantae, Angiosperms
Puma, Animalia, Chordata
Eatonella, Animalia, Chordata
Paramesotriton, Animalia, Chordata
Schizymenia, Chromista, Rhodophyta
Xiphister, Animalia, Chordata
Graphosoma, Animalia, Arthropoda
Denisonia, Animalia, Chordata
Polygonum, Plantae, Angiosperms
Metachirus, Animalia, Chordata
Aesculus, Plantae, Angiosperms
Halosydna, Animalia, Chordata
Parnassia, Plantae, Angiosperms
Hongeo, Animalia, Chordata
Poecile, Animalia, Chordata
Haemoproteus, Protista, Apicomplexa
Procambarus, Animalia, Arthropoda
Pericrocotus, Animalia, Chordata
Arthrobotrys, Fungi, Ascomycota
Micromelo, Animalia, Chordata
Cricetidae, Animalia, Chordata
Boudemos, Animalia, Arthropoda
Polyplectron, Animalia, Chordata
Ameiurus, Animalia, Chordata
Apus, Animalia, Chordata
Accipiter, Animalia, Chordata
Banasa, Animalia, Arthropoda
Coccidioides, Fungi, Ascomycota
Calopogon, Plantae, Angiosperms
Hercinothrips, Animalia, Arthropoda
Chlorokybus, Plantae, Chlorophyta
Chaetura, Animalia, Chordata
Idas, Animalia, Chordata
Crassostrea, Animalia, Mollusca
Hemigalus, Animalia, Chordata
Chrysopa, Animalia, Arthropoda
Clavelina, Animalia, Chordata
Carphephorus, Plantae, Angiosperms
Fibroporia, Fungi, Basidiomycota
Campylorhynchus, Animalia, Chordata
Nyctidromus, Animalia, Chordata
Frankliniella, Animalia, Arthropoda
Froelichia, Plantae, Angiosperms
Acharia, Animalia, Arthropoda
Hirudinaria, Animalia, Annelida
Melinopterus, Animalia, Arthropoda
Antigone, Animalia, Chordata
Aurigequula, Animalia, Chordata
Monoclea, Plantae, Marchantiophyta
Pleuronectes, Animalia, Chordata
Pteraster, Animalia, Echinodermata
Aigialus, Animalia, Chordata
Sagittaria, Plantae, Angiosperms
Pseudoregma, Animalia, Chordata
Dunaliella, Protista, Chlorophyta
Nelsonia, Plantae, Angiosperms
Alnus, Plantae, Angiosperms
Epiphyas, Animalia, Arthropoda
Gloeophyllum, Fungi, Basidiomycota
Symphalangus, Animalia, Chordata
Datisca, Plantae, Angiosperms
Crescentia, Plantae, Angiosperms
GlossOtherium, Animalia, Chordata
Loxosceles, Animalia, Arthropoda
Pekania, Animalia, Chordata
Nihonotrypaea, Animalia, Arthropoda
Glyphotes, Animalia, Arthropoda
Cyanolyca, Animalia, Chordata
Alvikia, Animalia, Chordata
Aciphylla, Plantae, Angiosperms
Onychiurus, Animalia, Arthropoda
Rynchops, Animalia, Chordata
Chrysopogon, Plantae, Angiosperms
Eupenicillium, Fungi, Ascomycota
Cyanistes, Animalia, Chordata
Levisticum, Plantae, Angiosperms
Lamium, Plantae, Angiosperms
Callithrix, Animalia, Chordata
Amsacta, Animalia, Arthropoda
Cocytius, Animalia, Arthropoda
Maesa, Plantae, Angiosperms
Pseudacanthotermes, Animalia, Arthropoda
Bathyctena, Animalia, Chordata
Ichthyaetus, Animalia, Chordata
Dendrocolaptidae, Animalia, Chordata
Diplotaxis, Plantae, Angiosperms
Japyx, Animalia, Arthropoda
Lemna, Plantae, Angiosperms
Eudorcas, Animalia, Chordata
Onisimus, Animalia, Arthropoda
Lagenodelphis, Animalia, Chordata
Maruca, Animalia, Arthropoda
Botrylloides, Animalia, Chordata
Squalius, Animalia, Chordata
Cichlidae, Animalia, Chordata
Adelomyia, Animalia, Chordata
Davallia, Plantae, Pteridophyta
Anasa, Animalia, Arthropoda
Dasymys, Animalia, Chordata
Pyrocoelia, Animalia, Arthropoda
Volkameria, Plantae, Angiosperms
Dinophysis, Protista, Dinoflagellata
Australopyrum, Plantae, Angiosperms
Pygospio, Animalia, Annelida
Calotomus, Animalia, Chordata
Hadrurus, Animalia, Arthropoda
Mitsukurina, Animalia, Chordata
Shinisaurus, Animalia, Chordata
Oecomys, Animalia, Chordata
Dothistroma, Fungi, Ascomycota
Gekko, Animalia, Chordata
Clavaria, Fungi, Basidiomycota
Berthellina, Animalia, Mollusca
Nyctalus, Animalia, Chordata
Microspora, Fungi, Microsporidia
Balionycteris, Animalia, Chordata
Callisaurus, Animalia, Chordata
Amphibalanus, Animalia, Arthropoda
Euhadra, Animalia, Mollusca
Aequiyoldia, Animalia, Mollusca
Amphilonche, Animalia, Nematoda
Cassia, Plantae, Angiosperms
Antonospora, Protista, Apicomplexa
Camnula, Animalia, Arthropoda
Saxicola, Animalia, Chordata
Apatura, Animalia, Arthropoda
Diplopterygium, Plantae, Pteridophyta
Calypogeia, Plantae, Marchantiophyta
Dacnusa, Animalia, Arthropoda
Pastinachus, Animalia, Chordata
Garrulus, Animalia, Chordata
Copeoglossum, Animalia, Chordata
Thalurania, Animalia, Chordata
Amazonsprattus, Animalia, Chordata
Scutiger, Animalia, Chordata
Streptopelia, Animalia, Chordata
Nyssa, Plantae, Angiosperms
Pternistis, Animalia, Chordata
Conium, Plantae, Angiosperms
Nardoa, Animalia, Chordata
Eutrema, Plantae, Angiosperms
Austropotamobius, Animalia, Arthropoda
Hybanthus, Plantae, Angiosperms
Misgurnus, Animalia, Chordata
Glyptodon, Animalia, Chordata
Amblyglyphidodon, Animalia, Chordata
Geukensia, Animalia, Mollusca
Podocoryna, Animalia, Cnidaria
Cnidaria, Animalia, Cnidaria
Sylvisorex, Animalia, Chordata
Cuscuta, Plantae, Angiosperms
Trematomus, Animalia, Chordata
Pantala, Animalia, Arthropoda
Palhinhaea, Animalia, Arthropoda
Palisota, Plantae, Angiosperms
Fabales, Plantae, Angiosperms
Diplophos, Animalia, Chordata
Myiodynastes, Animalia, Chordata
Lucilia, Animalia, Arthropoda
Mussa, Animalia, Cnidaria
Odontomachus, Animalia, Arthropoda
Crocuta, Animalia, Chordata
Trachops, Animalia, Chordata
Eupulmonata, Animalia, Mollusca
Auxenochlorella, Plantae, Chlorophyta
Trioza, Animalia, Arthropoda
Thanasimus, Animalia, Arthropoda
Pontogammarus, Animalia, Arthropoda
Triaenodon, Animalia, Chordata
Glaucomys, Animalia, Chordata
Hexophthalma, Animalia, Chordata
Melaniparus, Animalia, Chordata
Aequorea, Animalia, Cnidaria
Pseudochirops, Animalia, Chordata
Amoeboradix, Protista, Amoebozoa
Gonopterodendron, Animalia, Chordata
Notomys, Animalia, Chordata
Taxodium, Plantae, Angiosperms
Apis, Animalia, Arthropoda
Asterias, Animalia, Echinodermata
Epilobium, Plantae, Angiosperms
Leucosticte, Animalia, Chordata
Xylosandrus, Animalia, Arthropoda
Hirschfeldia, Plantae, Angiosperms
Hypnale, Animalia, Chordata
Hemichaena, Plantae, Angiosperms
Oryctes, Animalia, Arthropoda
Neophron, Animalia, Chordata
Pongamiopsis, Plantae, Angiosperms
Archaeoprepona, Animalia, Arthropoda
Aulactinia, Animalia, Cnidaria
Haploperla, Animalia, Arthropoda
Mysis, Animalia, Arthropoda
Doryrhamphus, Animalia, Chordata
Georychus, Animalia, Chordata
Benedenia, Animalia, Platyhelminthes
Ascobulla, Animalia, Mollusca
Pectis, Plantae, Angiosperms
Stylophora, Animalia, Cnidaria
Rhadinaea, Animalia, Chordata
Orycteropus, Animalia, Chordata
Setophaga, Animalia, Chordata
Cenchrus, Plantae, Angiosperms
Agapanthus, Plantae, Angiosperms
Heteropterus, Animalia, Arthropoda
Potamotrygon, Animalia, Chordata
Adoxa, Plantae, Angiosperms
Brasiliscincus, Animalia, Chordata
Inga, Plantae, Angiosperms
Fregetta, Animalia, Chordata
Antimora, Animalia, Chordata
Didunculus, Animalia, Chordata
Diadromus, Animalia, Arthropoda
Kingdonella, Animalia, Arthropoda
Aromobates, Animalia, Chordata
Perimyotis, Animalia, Chordata
Amphipholis, Animalia, Echinodermata
Bactrocera, Animalia, Arthropoda
Ceratozamia, Plantae, Cycadophyta
Ovibos, Animalia, Chordata
Streptanthus, Plantae, Angiosperms
Micrathena, Animalia, Arthropoda
Aurelia, Animalia, Cnidaria
Speyeria, Animalia, Arthropoda
Cyamopsis, Plantae, Angiosperms
Synoicum, Animalia, Chordata
Tabebuia, Plantae, Angiosperms
Calla, Plantae, Angiosperms
Oligonychus, Animalia, Arthropoda
Dietes, Plantae, Angiosperms
Boltenia, Animalia, Chordata
Hemibagrus, Animalia, Chordata
Protostrongylus, Animalia, Nematoda
Monolepta, Animalia, Arthropoda
Kigelia, Plantae, Angiosperms
Genista, Plantae, Angiosperms
Rhamdia, Animalia, Chordata
Melanostoma, Animalia, Arthropoda
Pycnonotus, Animalia, Chordata
Spathius, Animalia, Arthropoda
Aphrophora, Animalia, Arthropoda
Brachyseps, Animalia, Chordata
Coremiocnemis, Animalia, Arthropoda
Platycheirus, Animalia, Arthropoda
Atyoida, Animalia, Arthropoda
Eustrephus, Plantae, Angiosperms
Distoechurus, Animalia, Chordata
Galeopterus, Animalia, Chordata
Zizia, Plantae, Angiosperms
Cestoda, Animalia, Platyhelminthes
Polytelis, Animalia, Chordata
Tadorna, Animalia, Chordata
Rhodotorula, Fungi, Basidiomycota
Xanthonycticebus, Animalia, Chordata
Dicentra, Plantae, Angiosperms
Galerella, Animalia, Chordata
Castrica, Animalia, Arthropoda
Rasbora, Animalia, Chordata
Gigantactis, Animalia, Chordata
Cormocephalus, Animalia, Arthropoda
Polistes, Animalia, Arthropoda
Carnivora, Animalia, Chordata
Holothuria, Animalia, Echinodermata
Anomalopteryx, Animalia, Chordata
Ctenoplusia, Animalia, Arthropoda
Isogenoides, Animalia, Arthropoda
Hydrolagus, Animalia, Chordata
Pimephales, Animalia, Chordata
Prototheca, Protista, Chlorophyta
Jorunna, Animalia, Mollusca
Hylobius, Animalia, Arthropoda
Epidermophyton, Fungi, Ascomycota
Chanos, Animalia, Chordata
Cyclospermum, Plantae, Angiosperms
Larryleachia, Animalia, Arthropoda
Enoplognatha, Animalia, Arthropoda
Eucryptorrhynchus, Animalia, Arthropoda
Haemodorum, Plantae, Angiosperms
Rhacocarpus, Animalia, Chordata
Isodiametra, Animalia, Chordata
Allotria, Animalia, Arthropoda
Caloenas, Animalia, Chordata
Griffonia, Plantae, Angiosperms
Macrobdella, Animalia, Annelida
Brimeura, Plantae, Angiosperms
Aconitum, Plantae, Angiosperms
Kathetostoma, Animalia, Chordata
Chloephaga, Animalia, Chordata
Eugenes, Animalia, Chordata
Linum, Plantae, Angiosperms
Gavialis, Animalia, Chordata
Drosophyllum, Plantae, Angiosperms
Pogona, Animalia, Chordata
Catharus, Animalia, Chordata
Parribacus, Animalia, Arthropoda
Cydonia, Plantae, Angiosperms
Dicksonia, Plantae, Pteridophyta
Pseudaspius, Animalia, Chordata
Encelia, Plantae, Angiosperms
Hydrobia, Animalia, Mollusca
Stipagrostis, Plantae, Angiosperms
Pseudonaja, Animalia, Chordata
Riptortus, Animalia, Arthropoda
Arizona, Plantae, Angiosperms
Lyonsia, Animalia, Mollusca
Spinibarbus, Animalia, Chordata
Gomphosus, Animalia, Chordata
Dacnis, Animalia, Chordata
Glossina, Animalia, Arthropoda
Galerucella, Animalia, Arthropoda
Rotylenchulus, Animalia, Nematoda
Biziura, Animalia, Chordata
Anas, Animalia, Chordata
Naegleria, Protista, Heterokontophyta
Lemmus, Animalia, Chordata
Zhangixalus, Animalia, Chordata
Bryopsis, Plantae, Chlorophyta
Spizellomyces, Fungi, Chytridiomycota
Cuon, Animalia, Chordata
Paraxerus, Animalia, Chordata
Acanthinucella, Animalia, Mollusca
Paragordius, Animalia, Nematomorpha
Coragyps, Animalia, Chordata
Pteronotus, Animalia, Chordata
Hypoxylon, Fungi, Ascomycota
Beryx, Animalia, Chordata
Closteromerus, Animalia, Arthropoda
Dreissena, Animalia, Mollusca
Typhlonarke, Animalia, Chordata
Thuja, Plantae, Pinophyta
Lecanicillium, Fungi, Ascomycota
Galegeeska, Animalia, Arthropoda
Dasypus, Animalia, Chordata
Sosineura, Animalia, Arthropoda
Sphecodina, Animalia, Arthropoda
Canavalia, Plantae, Angiosperms
Hottentotta, Animalia, Arthropoda
Parides, Animalia, Arthropoda
Hyphantria, Animalia, Arthropoda
Voanioala, Animalia, Chordata
Pontinus, Animalia, Chordata
Conringia, Plantae, Angiosperms
Porphyra, Protista, Rhodophyta
Apodemus, Animalia, Chordata
Dascyllus, Animalia, Chordata
Enchytraeus, Animalia, Annelida
Mesodontrachia, Animalia, Arthropoda
Byssochlamys, Fungi, Ascomycota
Cygnus, Animalia, Chordata
Gerris, Animalia, Arthropoda
Phaedranassa, Plantae, Angiosperms
Balanops, Plantae, Angiosperms
Dendrohypopterygium, Plantae, Pteridophyta
Leucoraja, Animalia, Chordata
Chrysolampis, Animalia, Chordata
Clavispora, Fungi, Ascomycota
Erpetoichthys, Animalia, Chordata
Rhodella, Protista, Chlorophyta
Toxodon, Animalia, Chordata
Mecistocirrus, Animalia, Chordata
Pipra, Animalia, Chordata
Sylviidae, Animalia, Chordata
Hypsiprymnodon, Animalia, Chordata
Mougeotia, Protista, Chlorophyta
Percina, Animalia, Chordata
Reticulitermes, Animalia, Arthropoda
Arracacia, Plantae, Angiosperms
Ateles, Animalia, Chordata
Phlegmariurus, Plantae, Lycophyta
Devario, Animalia, Chordata
Aulacorthum, Animalia, Arthropoda
Littorina, Animalia, Mollusca
Phocarctos, Animalia, Chordata
Hydrophylax, Animalia, Chordata
Meiacanthus, Animalia, Chordata
Orthotrichum, Plantae, Bryophyta
Lavandula, Plantae, Angiosperms
Orcinus, Animalia, Chordata
Scathophaga, Animalia, Arthropoda
Othonna, Plantae, Angiosperms
Goniodoris, Animalia, Mollusca
