3053407, Animalia, Arthropoda
80971, Other, Other
643087, Animalia, Reptilia
53615, Animalia, Chordata
178805, Plantae, Angiosperms
160602, Protista, Dinoflagellata
1220549, Animalia, Arthropoda
107775, Animalia, Chordata
61820, Animalia, Chordata
159779, Animalia, Chordata
134542, Animalia, Arthropoda
505397, Animalia, Mollusca
64099, Animalia, Chordata
8312, Animalia, Chordata
184382, Animalia, Chordata
116113, Animalia, Chordata
2652711, Animalia, Mollusca
85312, Animalia, Arthropoda
80972, Other, Other
107036, Protista, Dinoflagellata
161767, Other, Other
96882, Other, Other
80973, Other, Other
400682, Animalia, Porifera
50730, Other, Other
512393, Animalia, Arthropoda
96883, Other, Other
273519, Animalia, Reptilia
229075, Other, Other
858759, Animalia, Chordata
48271, Animalia, Echinodermata
689058, Animalia, Arthropoda
134543, Animalia, Arthropoda
340056, Animalia, Arthropoda
343453, Animalia, Arthropoda
144544, Plantae, Angiosperms
161655, Animalia, Chordata
29923, Fungi, Ascomycota
680683, Animalia, Arthropoda
506674, Animalia, Annelida
145890, Animalia, Arthropoda
28680, Animalia, Arthropoda
8389, Animalia, Chordata
57095, Animalia, Arthropoda
83297, Animalia, Chordata
195821, Animalia, Chordata
4337, Plantae, Angiosperms
195826, Animalia, Chordata
75833, Animalia, Arthropoda
75834, Animalia, Arthropoda
75835, Animalia, Arthropoda
30325, Animalia, Chordata
148819, Animalia, Mollusca
8837, Animalia, Arthropoda
30328, Animalia, Chordata
75837, Animalia, Arthropoda
4615, Plantae, Angiosperms
165849, Animalia, Arthropoda
75839, Animalia, Arthropoda
45631, Animalia, Arthropoda
1107567, Animalia, Arthropoda
30327, Animalia, Chordata
2599388, Animalia, Arthropoda
75843, Animalia, Arthropoda
56368, Animalia, Arthropoda
74357, Animalia, Chordata
145889, Animalia, Arthropoda
75846, Animalia, Arthropoda
75845, Animalia, Arthropoda
495550, Animalia, Chordata
75847, Animalia, Arthropoda
75848, Animalia, Arthropoda
45630, Animalia, Arthropoda
75849, Animalia, Arthropoda
39274, Animalia, Chordata
2784303, Animalia, Mollusca
165846, Animalia, Arthropoda
214820, Animalia, Chordata
75850, Animalia, Arthropoda
188169, Animalia, Mollusca
8204, Animalia, Chordata
75851, Animalia, Arthropoda
203992, Plantae, Angiosperms
75852, Animalia, Arthropoda
65739, Animalia, Chordata
49045, Plantae, Angiosperms
101514, Animalia, Arthropoda
171929, Plantae, Angiosperms
433405, Animalia, Chordata
8839, Animalia, Arthropoda
75855, Animalia, Arthropoda
75854, Animalia, Arthropoda
8840, Animalia, Arthropoda
126066, Animalia, Chordata
83300, Animalia, Chordata
47553, Animalia, Chordata
47555, Animalia, Chordata
75857, Animalia, Arthropoda
75860, Animalia, Arthropoda
45632, Animalia, Arthropoda
316456, Animalia, Arthropoda
64144, Animalia, Chordata
236421, Animalia, Arthropoda
6556, Animalia, Mollusca
1140616, Animalia, Arthropoda
75862, Animalia, Arthropoda
47561, Animalia, Chordata
29170, Animalia, Nematoda
28473, Plantae, Angiosperms
63089, Plantae, Angiosperms
89630, Plantae, Angiosperms
280265, Animalia, Arthropoda
120733, Plantae, Angiosperms
112024, Animalia, Arthropoda
6858, Animalia, Arthropoda
1190795, Animalia, Arthropoda
465493, Animalia, Arthropoda
318583, Animalia, Chordata
122909, Animalia, Arthropoda
141262, Animalia, Chordata
337472, Animalia, Arthropoda
505711, Animalia, Chordata
122529, Plantae, Angiosperms
166789, Animalia, Chordata
75165, Animalia, Arthropoda
6860, Animalia, Arthropoda
6859, Animalia, Arthropoda
118858, Animalia, Chordata
175694, Plantae, Angiosperms
118859, Animalia, Chordata
95630, Plantae, Angiosperms
172522, Animalia, Chordata
242820, Animalia, Chordata
119814, Animalia, Chordata
184985, Plantae, Angiosperms
205204, Animalia, Arthropoda
148548, Plantae, Pteridophyta
59045, Plantae, Magnoliophyta
22869, Animalia, Cnidaria
48400, Animalia, Cnidaria
233458, Animalia, Arthropoda
40922, Plantae, Angiosperms
212809, Animalia, Cnidaria
105399, Animalia, Cnidaria
29599, Plantae, Pteridophyta
280810, Plantae, Marchantiophyta
168001, Animalia, Cnidaria
37489, Animalia, Cnidaria
12940, Plantae, Pteridophyta
39026, Plantae, Marchantiophyta
46976, Animalia, Cnidaria
6108, Animalia, Cnidaria
51769, Animalia, Cnidaria
55605, Plantae, Angiosperms
7936, Animalia, Chordata
40949, Plantae, Angiosperms
7940, Animalia, Chordata
6313, Animalia, Nematoda
87657, Plantae, Angiosperms
620897, Animalia, Nematoda
334426, Animalia, Nematoda
201618, Plantae, Angiosperms
61127, Animalia, Chordata
53060, Plantae, Angiosperms
201619, Plantae, Angiosperms
13825, Plantae, Pteridophyta
34308, Plantae, Angiosperms
102178, Animalia, Chordata
125081, Plantae, Angiosperms
86967, Animalia, Chordata
7937, Animalia, Chordata
3267, Plantae, Pteridophyta
7939, Animalia, Chordata
48164, Animalia, Chordata
49856, Plantae, Pteridophyta
620899, Animalia, Nematoda
48165, Animalia, Chordata
7938, Animalia, Chordata
78697, Plantae, Angiosperms
321387, Animalia, Nematoda
56067, Animalia, Chordata
9213, Animalia, Chordata
50529, Animalia, Arthropoda
72643, Plantae, Magnoliophyta
62157, Animalia, Chordata
56372, Animalia, Arthropoda
332661, Animalia, Chordata
41474, Animalia, Arthropoda
531320, Animalia, Chordata
114198, Plantae, Magnoliophyta
185876, Animalia, Arthropoda
51844, Animalia, Chordata
6269, Animalia, Nematoda
303233, Animalia, Nematoda
271030, Animalia, Mollusca
49314, Plantae, Angiosperms
301703, Plantae, Angiosperms
301699, Plantae, Angiosperms
13337, Plantae, Angiosperms
51957, Animalia, Chordata
301862, Plantae, Angiosperms
306945, Plantae, Angiosperms
301693, Plantae, Angiosperms
327061, Fungi, Ascomycota
58236, Animalia, Arthropoda
7167, Animalia, Arthropoda
143294, Animalia, Mollusca
42839, Animalia, Arthropoda
7173, Animalia, Arthropoda
74872, Animalia, Arthropoda
238106, Animalia, Chordata
384853, Animalia, Chordata
264122, Fungi, Basidiomycota
380096, Animalia, Mollusca
28377, Animalia, Chordata
141895, Animalia, Chordata
195290, Animalia, Chordata
1518534, Animalia, Arthropoda
217632, Animalia, Arthropoda
88656, Animalia, Chordata
121601, Animalia, Arthropoda
1069816, Animalia, Arthropoda
27642, Animalia, Chordata
43151, Animalia, Arthropoda
8811, Animalia, Chordata
70593, Animalia, Platyhelminthes
38893, Animalia, Chordata
486636, Animalia, Arthropoda
75253, Animalia, Chordata
229290, Animalia, Chordata
62324, Animalia, Arthropoda
7170, Animalia, Arthropoda
43584, Animalia, Chordata
7165, Animalia, Arthropoda
354296, Animalia, Arthropoda
148021, Animalia, Chordata
217634, Animalia, Arthropoda
866357, Animalia, Chordata
51900, Animalia, Chordata
181433, Animalia, Chordata
178882, Animalia, Chordata
38684, Plantae, Angiosperms
30066, Animalia, Arthropoda
298326, Animalia, Chordata
121602, Animalia, Arthropoda
269450, Animalia, Mollusca
71818, Animalia, Arthropoda
44141, Animalia, Chordata
174263, Animalia, Chordata
40675, Animalia, Chordata
34691, Animalia, Arthropoda
7166, Animalia, Arthropoda
84230, Plantae, Bryophyta
38937, Animalia, Chordata
260542, Animalia, Arthropoda
74873, Animalia, Arthropoda
200614, Animalia, Arthropoda
297802, Animalia, Chordata
101665, Animalia, Chordata
127560, Animalia, Chordata
30069, Animalia, Arthropoda
118651, Animalia, Chordata
174264, Animalia, Chordata
268756, Animalia, Chordata
46150, Plantae, Angiosperms
50365, Animalia, Chordata
8844, Animalia, Chordata
107021, Animalia, Chordata
8849, Animalia, Chordata
8845, Animalia, Chordata
132587, Animalia, Chordata
78699, Plantae, Angiosperms
8846, Animalia, Chordata
47577, Animalia, Chordata
56281, Animalia, Chordata
8851, Animalia, Chordata
856778, Animalia, Arthropoda
226677, Plantae, Angiosperms
152178, Animalia, Cnidaria
48387, Plantae, Bryophytes
2717063, Animalia, Chordata
999307, Animalia, Arthropoda
9891, Animalia, Chordata
195717, Plantae, Angiosperms
1081868, Animalia, Arthropoda
160217, Animalia, Cnidaria
191313, Animalia, Arthropoda
385382, Animalia, Arthropoda
71384, Animalia, Chordata
1499518, Animalia, Cnidaria
287979, Plantae, Angiosperms
227532, Animalia, Arthropoda
59525, Animalia, Chordata
51888, Animalia, Chordata
102600, Plantae, Angiosperms
1977160, Animalia, Chordata
279965, Animalia, Chordata
2805811, Animalia, Cnidaria
2773500, Animalia, Arthropoda
45805, Animalia, Chordata
480319, Animalia, Arthropoda
1005074, Animalia, Arthropoda
6110, Animalia, Cnidaria
509296, Animalia, Arthropoda
999308, Animalia, Arthropoda
38775, Animalia, Chordata
329991, Animalia, Arthropoda
436886, Animalia, Arthropoda
6111, Animalia, Cnidaria
28539, Plantae, Angiosperms
364406, Animalia, Arthropoda
129554, Animalia, Arthropoda
208054, Animalia, Chordata
71385, Animalia, Chordata
7044, Animalia, Arthropoda
43444, Plantae, Angiosperms
49039, Plantae, Angiosperms
67755, Animalia, Cnidaria
60701, Animalia, Chordata
65606, Animalia, Chordata
51434, Plantae, Angiosperms
102601, Plantae, Angiosperms
278021, Protista, Apicomplexa
137667, Plantae, Angiosperms
43446, Animalia, Arthropoda
4151, Plantae, Angiosperms
280228, Animalia, Chordata
127303, Animalia, Arthropoda
105859, Animalia, Echinodermata
71386, Animalia, Chordata
882753, Animalia, Chordata
156561, Animalia, Chordata
51891, Animalia, Chordata
59523, Animalia, Chordata
520121, Animalia, Arthropoda
689153, Plantae, Angiosperms
208057, Animalia, Chordata
34739, Animalia, Arthropoda
160219, Animalia, Cnidaria
118180, Animalia, Chordata
156282, Animalia, Arthropoda
29661, Plantae, Angiosperms
9440, Animalia, Chordata
7119, Animalia, Arthropoda
120386, Animalia, Mollusca
259846, Animalia, Arthropoda
7120, Animalia, Arthropoda
1171711, Animalia, Chordata
89416, Fungi, Basidiomycota
3234, Plantae, Bryophytes
247271, Animalia, Arthropoda
81729, Plantae, Angiosperms
2717061, Animalia, Chordata
29628, Plantae, Pteridophyta
473346, Animalia, Chordata
279928, Animalia, Chordata
462333, Animalia, Cnidaria
505414, Animalia, Arthropoda
78378, Plantae, Angiosperms
45802, Animalia, Chordata
160748, Animalia, Cnidaria
227537, Animalia, Arthropoda
2767, Other, Other
241820, Animalia, Chordata
9283, Animalia, Chordata
9284, Animalia, Chordata
942217, Plantae, Angiosperms
9111, Animalia, Chordata
57400, Animalia, Chordata
2717088, Animalia, Chordata
190442, Animalia, Chordata
33112, Plantae, Angiosperms
6112, Animalia, Cnidaria
7121, Animalia, Arthropoda
246982, Animalia, Arthropoda
160702, Animalia, Chordata
30082, Animalia, Arthropoda
76722, Animalia, Chordata
452597, Animalia, Chordata
867331, Animalia, Chordata
30591, Animalia, Chordata
43147, Animalia, Chordata
37293, Animalia, Chordata
57175, Animalia, Chordata
9505, Animalia, Chordata
57176, Animalia, Chordata
95190, Animalia, Arthropoda
197142, Animalia, Arthropoda
100213, Animalia, Chordata
590156, Animalia, Arthropoda
461127, Animalia, Arthropoda
191396, Animalia, Arthropoda
59407, Animalia, Chordata
464366, Animalia, Arthropoda
55534, Animalia, Chordata
82585, Animalia, Arthropoda
57397, Animalia, Chordata
597273, Plantae, Magnoliophyta
82398, Plantae, Magnoliophyta
295201, Animalia, Arthropoda
12942, Animalia, Arthropoda
95972, Animalia, Arthropoda
143608, Animalia, Chordata
52653, Animalia, Chordata
112090, Protista, Oomycota
183535, Animalia, Chordata
70226, Animalia, Nematoda
142466, Animalia, Chordata
39617, Animalia, Chordata
6899, Animalia, Arthropoda
295202, Animalia, Arthropoda
78482, Animalia, Arthropoda
307492, Animalia, Arthropoda
207143, Animalia, Arthropoda
106658, Plantae, Angiosperms
37627, Animalia, Arthropoda
60282, Animalia, Chordata
191316, Animalia, Arthropoda
48537, Plantae, Angiosperms
30736, Animalia, Chordata
261045, Animalia, Arthropoda
307491, Animalia, Arthropoda
80765, Animalia, Arthropoda
2795564, Animalia, Arthropoda
136835, Animalia, Chordata
183005, Animalia, Chordata
77486, Animalia, Arthropoda
207206, Animalia, Arthropoda
1203466, Animalia, Arthropoda
4187, Plantae, Angiosperms
29932, Animalia, Arthropoda
55973, Animalia, Chordata
83887, Other, Other
88217, Animalia, Arthropoda
94128, Animalia, Arthropoda
7461, Animalia, Arthropoda
7462, Animalia, Arthropoda
124133, Fungi, Ascomycota
7463, Animalia, Arthropoda
278110, Plantae, Angiosperms
4045, Plantae, Angiosperms
7468, Animalia, Arthropoda
7469, Animalia, Arthropoda
7460, Animalia, Arthropoda
308624, Animalia, Arthropoda
212527, Animalia, Arthropoda
166626, Fungi, Ascomycota
6500, Animalia, Mollusca
286149, Animalia, Chordata
289398, Animalia, Porifera
144766, Animalia, Mollusca
76186, Animalia, Mollusca
144767, Animalia, Mollusca
225389, Animalia, Chordata
6506, Animalia, Mollusca
6501, Animalia, Mollusca
2911866, Animalia, Porifera
6502, Animalia, Mollusca
6503, Animalia, Mollusca
71498, Animalia, Mollusca
51342, Animalia, Chordata
6504, Animalia, Mollusca
144771, Animalia, Mollusca
39030, Animalia, Chordata
100381, Animalia, Chordata
61254, Plantae, Angiosperms
61837, Animalia, Chordata
490712, Animalia, Arthropoda
441315, Animalia, Arthropoda
13339, Plantae, Angiosperms
129246, Animalia, Chordata
706528, Animalia, Arthropoda
2032702, Animalia, Echinodermata
768346, Animalia, Chordata
201766, Animalia, Arthropoda
761910, Animalia, Arthropoda
129397, Animalia, Arthropoda
238002, Animalia, Chordata
129247, Animalia, Chordata
54292, Animalia, Chordata
238003, Animalia, Chordata
238004, Animalia, Chordata
238005, Animalia, Chordata
214933, Animalia, Chordata
248454, Animalia, Arthropoda
417555, Animalia, Arthropoda
238006, Animalia, Chordata
42267, Animalia, Arthropoda
238007, Animalia, Chordata
100382, Animalia, Chordata
1902835, Animalia, Echinodermata
105297, Animalia, Chordata
248455, Animalia, Arthropoda
12944, Animalia, Chordata
83883, Animalia, Arthropoda
105296, Animalia, Chordata
105299, Animalia, Chordata
248456, Animalia, Arthropoda
10129, Animalia, Chordata
109717, Animalia, Chordata
134910, Animalia, Chordata
382869, Animalia, Arthropoda
58059, Animalia, Chordata
157307, Animalia, Arthropoda
36673, Animalia, Chordata
41041, Animalia, Arthropoda
8822, Animalia, Chordata
9233, Animalia, Chordata
344696, Animalia, Arthropoda
8823, Animalia, Chordata
8824, Animalia, Chordata
9234, Animalia, Chordata
8895, Animalia, Chordata
41120, Other, Other
52408, Animalia, Chordata
218850, Plantae, Angiosperms
8961, Animalia, Chordata
218851, Plantae, Angiosperms
8962, Animalia, Chordata
108989, Animalia, Chordata
46964, Plantae, Angiosperms
223751, Plantae, Angiosperms
8400, Animalia, Chordata
95690, Animalia, Chordata
223430, Plantae, Angiosperms
52410, Animalia, Chordata
7052, Animalia, Chordata
60558, Animalia, Chordata
108913, Animalia, Chordata
95691, Animalia, Chordata
36163, Animalia, Chordata
3451, Plantae, Angiosperms
42754, Plantae, Gymnosperms
867384, Animalia, Chordata
38785, Plantae, Angiosperms
56992, Plantae, Gymnosperms
41966, Plantae, Pteridophyta
50452, Plantae, Angiosperms
1112382, Animalia, Arthropoda
9226, Plantae, Magnoliophyta
634056, Animalia, Arthropoda
29013, Animalia, Arthropoda
81973, Plantae, Angiosperms
43067, Plantae, Angiosperms
29746, Plantae, Angiosperms
56994, Plantae, Gymnosperms
29714, Plantae, Angiosperms
45920, Animalia, Arthropoda
336630, Animalia, Arthropoda
130453, Plantae, Magnoliophyta
82095, Plantae, Angiosperms
251759, Animalia, Arthropoda
78190, Plantae, Angiosperms
54356, Animalia, Chordata
113544, Animalia, Chordata
81970, Plantae, Angiosperms
34341, Plantae, Gymnosperms
63677, Plantae, Angiosperms
81971, Plantae, Angiosperms
78191, Plantae, Angiosperms
3818, Plantae, Magnoliophyta
130454, Plantae, Magnoliophyta
65494, Animalia, Chordata
330465, Animalia, Chordata
78176, Plantae, Angiosperms
171575, Animalia, Arthropoda
81972, Plantae, Angiosperms
59691, Plantae, Angiosperms
59689, Plantae, Angiosperms
176014, Plantae, Magnoliophyta
57237, Plantae, Magnoliophyta
336584, Animalia, Arthropoda
51908, Animalia, Chordata
464741, Plantae, Angiosperms
81981, Plantae, Angiosperms
126272, Plantae, Angiosperms
45208, Plantae, Angiosperms
336585, Animalia, Arthropoda
208901, Plantae, Angiosperms
13341, Plantae, Angiosperms
45249, Plantae, Angiosperms
3702, Plantae, Angiosperms
1005077, Animalia, Chordata
588433, Animalia, Arthropoda
182803, Animalia, Arthropoda
190661, Animalia, Chordata
98738, Plantae, Pteridophyta
13343, Plantae, Angiosperms
70065, Animalia, Echinodermata
70066, Animalia, Echinodermata
7640, Animalia, Echinodermata
251274, Animalia, Chordata
82758, Plantae, Angiosperms
7641, Animalia, Echinodermata
1949112, Animalia, Arthropoda
196125, Animalia, Arthropoda
9105, Animalia, Chordata
84005, Plantae, Angiosperms
121028, Animalia, Chordata
371906, Other, Other
84011, Animalia, Chordata
139974, Animalia, Arthropoda
161928, Animalia, Chordata
399533, Animalia, Chordata
94180, Animalia, Chordata
571296, Animalia, Arthropoda
261739, Animalia, Chordata
191705, Animalia, Arthropoda
139309, Animalia, Chordata
63155, Animalia, Chordata
190676, Other, Other
710733, Animalia, Arthropoda
714486, Plantae, Angiosperms
191427, Animalia, Arthropoda
256136, Animalia, Mollusca
160771, Animalia, Arthropoda
392766, Plantae, Angiosperms
191706, Animalia, Arthropoda
29084, Animalia, Chordata
30584, Animalia, Chordata
185735, Animalia, Chordata
37190, Animalia, Chordata
121025, Animalia, Mollusca
59239, Animalia, Mollusca
148607, Animalia, Chordata
4217, Other, Other
237995, Animalia, Chordata
176243, Plantae, Angiosperms
143172, Other, Other
37193, Animalia, Chordata
753270, Animalia, Chordata
161927, Animalia, Chordata
874455, Animalia, Arthropoda
119682, Animalia, Chordata
1138477, Animalia, Chordata
37191, Animalia, Chordata
191716, Animalia, Arthropoda
1954227, Animalia, Mollusca
191717, Animalia, Arthropoda
36945, Animalia, Arthropoda
161921, Animalia, Chordata
94182, Animalia, Chordata
84009, Plantae, Angiosperms
173067, Animalia, Mollusca
173078, Animalia, Mollusca
110620, Animalia, Chordata
188375, Animalia, Chordata
48676, Animalia, Chordata
1934105, Animalia, Chordata
48679, Animalia, Chordata
30390, Animalia, Chordata
13345, Plantae, Angiosperms
37052, Animalia, Chordata
37051, Animalia, Chordata
56072, Animalia, Chordata
585464, Animalia, Chordata
1481669, Animalia, Chordata
148034, Animalia, Arthropoda
172692, Animalia, Chordata
188373, Animalia, Chordata
48684, Animalia, Chordata
78701, Plantae, Angiosperms
